uid,SMILES,S1_energy(eV),T1_energy(eV)
train_19304,Cc1cccc(CN)c1OCCc1cccnc1,4.7780000000000005,4.0388
train_19305,CN(C)C(=O)c1ccc(NC(=O)CNC(c2ccccc2)c2cccs2)cc1,4.6933,3.6471
train_19306,COCCN(CCC(=O)O)C(=O)C(C)SC,4.762,4.291
train_19307,CNCc1cc(Br)ccc1OC(C)C(=O)N1CCCC1,4.8678,3.9177
train_19308,O=c1cnn(-c2cc(Cl)c([C@H](Sc3ncccn3)c3ccc(Cl)cc3)c(Cl)c2)c(=O)[nH]1,3.9466,3.2252
train_19309,CNCc1ccc(C(=N)N)cc1OCC(=O)NC,4.8055,3.6611
train_19310,Cc1ccc([N+](=O)[O-])c(CC(Br)C(C)C)c1,3.8352,3.2448
train_19311,Cc1cccc(O)c1-c1nc(=S)[nH]c(Cl)c1C#N,2.6913,2.4257
train_19312,O=C(O)CC(c1ccc(Br)cn1)C1CC1,4.5302,4.0487
train_19313,CN1CCN(c2cc(CNC(=O)COc3ccc4c(c3)CCC4)ccn2)CC1,4.2309,3.4618
train_19314,O=C(c1cc(N2CCCC2)ccn1)N1CCC(c2ccc(O)cc2)CC1,4.3019,3.5942
train_19315,CCC(CC(N)=NO)Nc1cccc(F)c1C,4.8196,3.8234
train_19316,CCCCCC(O)/C=C/[C@H]1CC[C@@H](O)[C@H]1CCC(C)CC(=O)OC,5.7422,4.4364
train_19317,[B]c1ccc2oc(NCC)nc2c1,2.5285,1.3109
train_19318,O=C(Nc1ccccc1F)C1CCCN1C(=O)Nc1ccc(Cl)cc1,4.9225,3.8675
train_19319,COc1cc(Br)ccc1C(=O)N1CC(C)CC(C(=O)O)C1,4.9318,3.8369
train_19320,Cc1ccc(N2CCC(N3CCC(N)C(C)(C)C3)C2=O)cc1,4.4059,3.8245
train_19321,C=C(N)NCCCN=C(N)N,5.8576,4.3927
train_19322,CC(=O)N1CCc2c(sc(NC(=O)c3ccc(C(C)(C)C)cc3)c2-c2nc3ccccc3s2)C1,3.5780000000000003,2.7477
train_19323,CCNC(=O)N1C[C@H](C)Oc2ccccc21,4.8886,3.9143
train_19324,CCCCC(SBr)c1ccccc1,2.8905,2.1301
train_19325,CCCOc1ncnc(NCCC(=O)NC2CC2)c1N,5.0449,3.7334
train_19326,C=COCCC(Cl)CCl,6.1121,4.3104
train_19327,CC(=O)Nc1ccc(-n2c(=S)[nH]c3ccccc3c2=O)cc1C,3.4448,3.1894
train_19328,Cc1ccc(CN2CC(C(=O)N3CC(=O)NC4CCCCC43)CC2=O)cc1,5.3124,4.1567
train_19329,N/C(=N\CC1CC12CCSCC2)NC1CCCC1,5.8354,5.0246
train_19330,CCOc1ncccc1NC(=O)c1cccc(CCl)c1,4.1822,3.4019
train_19331,CC(C)(C)N(C(=O)O)c1cc(CSc2ccc(Cl)cc2N)ccn1,4.2063,3.6215
train_19332,c1coc(N2OC(c3ncc[nH]3)C(c3cc4ccccc4[nH]3)(c3nccs3)C2(c2ccsn2)c2nc3ccccc3o2)c1,3.5667,3.3168
train_19333,CCCCCCC1CCCCCC1CNC1CC1,6.3253,6.0908
train_19334,O=[N+]([O-])c1ccc(Cl)c(COC/C=C/c2ccccc2)c1,3.8138,3.2554
train_19335,CN(C)c1ccc(C(S)(CP(C(C)(C)C)C(C)(C)C)c2ccc(N(C)C)cc2)cc1,4.3458,3.6057
train_19336,CCOP(=O)(OCC)C(NC(=O)CCN)P(=O)(OCC)OCC,5.596,5.0923
train_19337,COc1ccsc1C(=O)NC(CBr)c1ccccc1,4.7233,3.3182
train_19338,C[C@H](CO)NS(=O)(=O)c1cc(N)c(Br)cc1F,4.444,3.3216
train_19339,O=C(Nc1ccc(F)cc1)NC(c1cccnc1)C1CCOCC1,4.7353,3.9819
train_19340,Cc1onc(C(C)(C)C)c1C(=O)O,5.2022,4.2821
train_19341,CC(NC(=O)NC1CCSCC1)C(C)N1CCOCC1,5.5709,5.2881
train_19342,CCCc1ccnc(CC(CCC)NCc2cccc(CC(=O)O)n2)c1,4.3939,4.1751
train_19343,COc1ccc(NS(=O)(=O)c2cc(NC(=O)CSc3cc(C)ccc3C)ccc2OC)cc1,4.3654,3.5213
train_19344,O=C(O)Oc1cccc2c1c(C[C@H](O)CO)cn2-c1ccc(Oc2ccc(F)cc2)cc1,4.1885,3.3938
train_19345,CCCCCN(C)CCCC1CCCNC1,6.2326,5.9692
train_19346,OC[C@@H](O)CN(CCC(F)(F)F)Cc1ccc(F)c(Cl)c1,4.9175,4.0976
train_19347,CN(CCC(=O)O)C(=O)CCOCC(F)(F)F,5.695,5.0876
train_19348,Cc1nc(S(=O)(=O)N2CCCN(C(=O)CCCc3ccccc3)CC2)cn1C,5.4307,4.2408
train_19349,CCCn1cc(Oc2nc3sccn3c2CN)cn1,4.5354,3.6658
train_19350,CCC(C)N(CC)CC(N)c1ccc(CC(C)C)cc1,4.9442,4.1528
train_19351,COc1nn2cc(-c3cc4c(F)cc(OCc5cccc(OCc6ccccc6)c5)cc4o3)nc2s1,4.3151,2.9897
train_19352,CN(C)CCOC(=O)Nc1cccc(Cn2nc(-c3cc(F)cc(F)c3)ccc2=O)c1,3.6558,2.6789
train_19353,CCCCCCCCCCOc1cc2c(=O)c(C(=O)NCCN(C)C)c[nH]c2cc1OCC,4.0985,3.1659
train_19354,CCCCCC(C)NCCCCCCC(C)C,6.6009,6.3086
train_19355,Cc1ccccc1CC(=O)N1CCC(C(=O)N2CCCC2)CC1,5.2253,4.1179
train_19356,CCC(C)(CNC(=O)c1nc2nc(C)cc(C)n2n1)N1CCOCC1,3.4091,3.3964
train_19357,O=C(COc1ccccc1)Nc1cccc(C2SCCCS2)c1,4.7139999999999995,3.8453
train_19358,CC(OCC(F)(F)F)C(=O)Nc1ccccc1,5.078,3.9218
train_19359,COc1ccc(/C(O)=C2/C(=O)C(=O)N(c3ccc(C)cc3)C2c2ccc(N(C)C)cc2)c(C)c1,2.8303,2.3978
train_19360,Nc1cc(N)cc(C(=O)Nc2ccc(F)cc2Br)c1,3.998,3.1196
train_19361,CN(c1ccc2c(c1)CCC[C@H]2CNc1cnccc1C(=O)O)c1ccccc1F,3.7263,3.4615
train_19362,Cc1cc(C(F)(F)F)nc(CCNC(=O)c2onc3c2CCCC3)n1,4.1724,3.6519
train_19363,Cc1cc(C2CCCN(C(=O)c3cc(C)n(C(C)C)c3C)C2)n[nH]1,4.946000000000001,3.8996
train_19364,COc1ccc(S(=O)(=O)N2CC(C(=O)NC(C)c3cc(C)c(C)cc3C)Oc3ccc(Cl)cc32)cc1,4.5479,3.8402
train_19365,COC(=O)c1c(C)[nH]c(C(=O)C(C)OC(=O)c2sc(-c3ccccc3)nc2C)c1C,3.9724,2.7808
train_19366,COc1ccc(F)c(NC(c2cccs2)C2CCCC2)c1,4.4162,3.7761
train_19367,O=C(NN1C(=O)c2ccccc2N[C@@H]1c1ccc([N+](=O)[O-])c(Cl)c1)c1ccccc1I,3.3993,3.2288
train_19368,NC(CCNCCCO)=NO,6.301,4.1325
train_19369,Cc1cc(Br)cc(C(Br)C(F)(F)F)c1F,4.6668,3.8974
train_19370,C[C@@H](CN)NCC1(C)CCCCC1,6.5414,6.2909
train_19371,C=C(O)CN1CCN(C(=O)c2ccc(Nc3ncc4cnn(C5CCCCC5)c4n3)cc2)CC1,3.7504,2.9787
train_19372,CCCN1CCCC(CN)C1c1ccc(CC)s1,4.4411,3.6523
train_19373,CCCC(OC)C(=O)Cc1cc(C)ccc1OC,3.8937,3.3609
train_19374,CCCOc1ccc(CCC(=O)N2CCCNCC2)c(C)c1,5.0907,3.9861
train_19375,CCOc1csc2c(F)cc(CO)cc12,4.5758,3.3397
train_19376,Cc1cc(C)n(Cc2c(C(=O)N3CCC(CCOc4ccccc4F)C3)noc2C)n1,4.8099,4.0313
train_19377,CC(C)(C)C(CO)NC(=O)c1nn(-c2cnccn2)c2c1CC1CC21,4.1343,3.417
train_19378,N#Cc1cccc(CNC(=O)Cc2nc3ccc(-c4ccccc4)cc3s2)c1,4.5497,3.3532
train_19379,CC1CC(C(=O)O)CN(C(=O)C(F)(F)c2cccc(Cl)c2)C1,5.1292,4.058
train_19380,CCCCCCCC#Cc1cc(Cl)ccc1C,4.7808,3.4924
train_19381,C=CC(=O)N1CC2CN(c3nc(Nc4cnn(C)c4)c4ncn(C(C)C)c4n3)CC2C1,4.0921,3.386
train_19382,NCCc1ncc(-c2cc(Br)cs2)nn1,2.938,2.2118
train_19383,CCC(C)c1ccc(NC(=O)c2ccc[n+]([O-])c2)cc1,3.8897,2.5233
train_19384,O=C1C(=O)N(CCN2CCN(Cc3ccccc3)CC2)c2ccc(N3CCCCC3)cc21,2.4277,1.9013
train_19385,CC1(C)C=CC2C3(C)C(=O)CCC213,4.2643,3.7262
train_19386,O=C(Nc1ccccc1)c1nn(-c2ccc(F)cc2)c(=O)c2ccccc12,3.5818,2.844
train_19387,O=S(=O)(C(S(=O)(=O)C(F)(F)F)=S(=O)(Oc1ccccc1)C(F)(F)F)C(F)(F)F,4.7243,4.1647
train_19388,Cc1[nH]ncc1N1CCN(C2CCNC2)C1=O,5.9197,4.5492
train_19389,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1ncc(-c2ccc(C)cc2)[nH]1)C(C)C,4.6519,3.2617
train_19390,CC(=O)N(CCC(=O)Nc1c(C)cccc1C(C)C)c1ccccc1OC(C)C,5.1141,4.0386
train_19391,CCCCCCCCCCN(C)C(=O)c1ccco1,4.7477,3.6576
train_19392,O=C(COc1cccc2cccnc12)N1N=C(c2ccccc2)CC1c1ccccc1Cl,4.0107,2.8656
train_19393,Cn1c(Nc2nc3ccc(Cl)cc3s2)nc2cc(C(=O)CCC(=O)N3CC[C@@H](O)C3)ccc21,3.965,3.4688
train_19394,CN(C)C[C@@H](O)c1ccc(Cl)c2ccccc12,4.3413,2.9469
train_19395,CC(C)(C)c1cc(C#N)c(OCc2ccc([N+](=O)[O-])cc2)c(C#N)c1,3.8812,3.2739999999999996
train_19396,COCC(O)CN(C)C(=O)CCC(C)N,5.6902,5.1005
train_19397,COC(=O)c1ccc(CNS(=O)(=O)CCc2cccc(CN3CCS(=O)(=O)CC3)c2)c(F)c1,4.9095,3.8388
train_19398,C=CCNC(=O)C(C)NCCCCC,5.0954,4.5568
train_19399,C[C@H](NCCc1ccc(OCC2=CC(C)(F)C=CC=C2)c(CC2=CC(C)(F)C=CC=C2)c1)C(N)=O,4.3287,2.9248
train_19400,CCC1CN(C)c2cc(S(=O)(=O)CCC(=O)O)ccc2O1,4.4161,3.3904
train_19401,Cc1ccc(C2=C(N3CC(C)OC(C)C3)C(=O)N(CC(C)C)C2=O)cc1C,3.1945,2.1009
train_19402,N#CC(=Cc1cn(CC(=O)O)c2ccccc12)c1ccccc1F,3.9736,2.59
train_19403,CCOC(=O)c1[nH]c(C)c(C(=O)[C@@H](C)N(C)C(=O)c2ccc(Cl)cc2)c1C,3.8726,3.4244
train_19404,COC(C#CCCNC(=O)[C@H](CC(C)C)NC(=O)OCC1c2ccccc2-c2ccccc21)OC,4.7483,3.4461
train_19405,CCC(C)N(C)S(=O)(=O)c1cc(N)c(C)cc1Cl,4.5331,3.4499
train_19406,COc1cccc(C(=O)Oc2ccc3ccc(OC(=O)c4cccc(OC)c4)cc3c2)c1,4.1149,3.0864
train_19407,Cc1cc(C)n(C(C)C(=O)NC2CC(C)N(Cc3ccccc3)C2)n1,4.7943,4.2129
train_19408,c1ccc(-n2ccc3c(-n4nccc4-c4cnoc4)cccc32)cc1,4.3665,3.3537
train_19409,CCOCCCNC(=O)C(=O)Nc1ccc(Cl)c([N+](=O)[O-])c1,3.8818,3.1992
train_19410,COc1ccccc1N1CCC(NC(=O)CCN)C1=O,4.9848,3.9017
train_19411,Cc1ccc(CNC(C)c2cccc(O)c2)cc1C,5.167000000000001,4.0957
train_19412,Cc1c(C(=O)N2CCc3ccccc3C2)oc2c1/C(=N/NC(=O)Cc1ccc([N+](=O)[O-])cc1)CCC2,3.6887,3.1953
train_19413,CCCCCCCOc1ccc(C(C)=O)cc1OC,3.8534,3.3454
train_19414,Cc1cc(F)ccc1NC(C)C(N)=NO,4.7387,3.7099
train_19415,CCCc1cc(-c2ccc(F)c(C)c2)nn1CC(C)=O,4.2121,3.5567
train_19416,NCc1nc(Br)c(-c2ccc(Cl)cc2Cl)s1,4.5412,3.3889
train_19417,CC(C)CCN(CC(F)(F)C(O)C(CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)OC(C)(C)C,5.4281,4.2282
train_19418,CCC1C(=O)NC(C2CC2)C(=O)N1CCS(=O)(=O)C(C)C,5.4936,4.9965
train_19419,COc1cc(F)c(C(Br)CC2CCCO2)cc1OC,4.7877,3.7375
train_19420,Nc1cc(CC(=O)O)cc2sc(CCl)cc12,4.0869,3.0454
train_19421,C[Si](C)(C)OCC(COP(=O)(OCC(CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C,7.3962,7.2447
train_19422,NC1CCN(C(=O)CCN2CCOCC2)C(=O)C1,3.971,3.9037
train_19423,COC(=O)CNC(=O)c1ccc(NC(=O)/C=C/c2ccc(OC)cc2OC)cc1,3.8552,2.6913
train_19424,COc1cccc(COCC(=O)N2CCN(c3cnccn3)CC2)c1,4.1568,3.2803
train_19425,O=C(N/N=C/c1ccc(Cl)cc1Cl)c1ccc(O)c(O)c1O,4.1953,2.7969
train_19426,CCOc1cc(/C=N/n2cnnc2)ccc1OCCOCCOc1ccccc1,4.1296,2.8038
train_19427,Cc1c(Cl)cnn1Cc1ccc(C(N)=NO)cc1F,4.5535,3.1660000000000004
train_19428,CCc1ccccc1C#CC(O)C(C)C,4.9453,3.56
train_19429,CCOc1ccc(NC(=O)C(=O)Nc2ccc(C)cc2O)cc1OCC,4.0164,3.1902
train_19430,CC(O)C(C)NCCC1CCCC1,6.5398,6.2836
train_19431,CCOC(=O)COc1c(Br)cc(/C=C(/C#N)C(N)=O)cc1OCC,3.8359,2.6473
train_19432,CCC(CC)N(CCC(N)=NO)C1CC1,6.2489,4.3660000000000005
train_19433,CCOc1cc(CNc2cccc3n[nH]nc23)ccc1OC,4.0124,2.6329
train_19434,CCOC(=O)c1ccc(NC(=O)COC(=O)CCc2ccccc2OCC)cc1,4.8011,3.4757
train_19435,Cc1ccc(C2CCCN2C(=O)NCC2CCCS2(=O)=O)cc1,5.2874,4.1292
train_19436,CCn1nc(C)c2nc(Cc3ccccc3)[nH]c(=O)c21,4.9943,3.5933
train_19437,COCCC(C)Oc1c(F)cccc1CBr,4.9461,3.9395
train_19438,O=C1c2c(O)cccc2Cc2cc(Cc3ccccc3)cc(O)c21,3.6956,3.0507
train_19439,CCC(C)NC(=O)CSc1nnc(Nc2ccc(OC(F)(F)F)cc2)s1,4.4273,3.3891
train_19440,COc1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(O)c(C)c2C)cc1,4.1087,3.3908
train_19441,Cc1cc(C(=O)N2CCN(C(=O)CN3CCCC3)CC2)ccc1-n1cncn1,4.6034,3.7625
train_19442,Cc1ccc(-c2cccnc2C(Cc2cc(F)cc(F)c2)NC(=O)Cc2c[nH]c3ccc(=O)[nH]c23)cc1,3.8099,2.7301
train_19443,CC1CN(Cc2cccc(O)c2)C(C)(C2CC2)CN1,4.8389,4.1334
train_19444,CC1(C(=O)N2CCN(c3nc(-c4ccc5cnn(C6COC6)c5c4)no3)CC2)CCCO1,4.3394,3.0644
train_19445,CCNC(C1CCC1)C(C)(C)N1CCOCC1,5.715,5.6446
train_19446,CCC(C)[C@H](NS(=O)(=O)c1ccc(C)c(F)c1)C(=O)O,5.2034,4.0415
train_19447,CCOC(=O)c1cnc2c(cnn2-c2ccccc2)c1Nc1cccc(Br)c1,4.0088,3.1806
train_19448,COCCN1C(=O)C(O)=C(C(=O)c2ccco2)C1c1cc(OC)ccc1OC,3.4482,2.9123
train_19449,O=C(COC(=O)Cc1ccccc1[N+](=O)[O-])NCCc1ccc(Cl)cc1,3.3083,3.2524
train_19450,COCCN(Cc1ccc(C)o1)C(=O)NCCCC(=O)O,5.7048,3.9945
train_19451,CC1CN(c2cc(=O)[nH]c(C3CC3)n2)CC1N(C)C,4.6482,3.4595
train_19452,CC(C)(C)OC(=O)N1CCN(C(=O)OCc2ccccc2)C[C@@H]1Cc1ccccc1,5.3777,4.2194
train_19453,CCC(O)c1c(Cc2cccc(OC)c2)nc2ccc(C)cn12,4.303999999999999,3.1565
train_19454,COc1cc(C)c(C(=O)P2(=S)C3CCCC2CCC3)c(OC)c1,3.1385,2.6117
train_19455,CS(=O)(=O)Nc1ccccc1C(=O)NCc1ccco1,4.4376,3.543
train_19456,Cn1c(CCN)ncc(C(=O)O)c1=O,4.0728,3.3452
train_19457,CCCCOC(=O)Nc1c(F)cc(Br)cc1F,5.0409,3.8629
train_19458,Cc1ccc(CNC(=O)N2CCN(CC(C)C)CC2)c(OC2CCOC2)c1,5.0951,4.0577
train_19459,Cc1ccc(C(C)Nc2cccc(C)c2C)cc1F,4.3804,3.8378
train_19460,CC[C@@H](C=O)NC(=O)[C@@H]1C[C@@H](OCc2ccccc2)CN1C(=O)[C@@H](NC(=O)Cc1ccsc1)C(C)C,4.0657,3.463
train_19461,Cc1cc(C)n2nc(C(=O)Nc3nc(C(F)(F)F)cs3)nc2n1,4.0276,3.3622
train_19462,COc1ccc(Cl)cc1-c1cc(N)n(-c2ccccc2)n1,4.2849,3.1935
train_19463,CCCCC(CC)Cc1cc2c(nnn2CN)c(CC(CC)CCCC)c1C,4.7321,3.4162
train_19464,O=C(Nc1ncn(Cc2ccc(F)cc2Cl)n1)c1cc(COc2ccc(F)cc2F)cs1,4.4309,3.4725
train_19465,COc1ccc(CC[C@]2(C)NC(=O)N(CC(=O)NC3CCC(C)CC3)C2=O)cc1,5.1148,4.0509
train_19466,NC(=NO)c1ccc(CNCCCO)c(F)c1,4.7552,3.2344
train_19467,NNOC(=O)CCN1CCCCCCC1=O,5.4852,4.9917
train_19468,CC(=O)N1CCC(NC(=O)N2CCN(c3ccc(Br)cn3)CC2)C1,4.3864,3.4518
train_19469,COc1ccc(-c2nc3ccc(-n4ccc(=O)c(O)c4)cc3[nH]2)cc1,3.6918,2.9362
train_19470,Cc1sc(NC(=O)[C@H]2CCCC[C@@H]2C(=O)O)c(C(N)=O)c1-c1ccccc1,4.8397,3.4708
train_19471,N#CC(C(=O)NC1CCCCC1)=C1N=C(NC(=O)c2ccc(Br)o2)c2ccccc21,2.8731,2.1843
train_19472,CCCc1nc2c(C)cc(C3=NCCN3C)cc2n1Cc1ccc(-c2ccccc2OC(=O)O)cc1,4.2995,3.3594
train_19473,O[C@H](COc1ccccc1)C[NH+]1CCN(c2ccc(C(F)(F)F)c[nH+]2)CC1,1.7785,1.7597
train_19474,CC(C)(C)C1CCC(CN)C(N2CCCNC(=O)C2)C1,5.1997,4.736000000000001
train_19475,CCOCCN1C(=O)C(C(C)C)NC(=O)C1C(C)(C)C,5.4288,4.8165
train_19476,CCN1CCCN(CC(C)CNC)CC1,5.9094,5.8227
train_19477,CCOC(CC)(CC)c1nc(CC(=O)O)cs1,5.2726,3.8513
train_19478,Cc1cc(C)cc(-n2c(Cn3c(=O)cnc4ccccc43)n[nH]c2=S)c1,2.8545,2.8158
train_19479,CCN(CC)C(=O)c1cccc(NS(=O)(=O)c2ccccc2Br)c1,4.6045,3.8775
train_19480,O=C1CCCN1c1ccc(S(=O)(=O)NCc2ccc(F)cc2)cc1,4.9241,3.7116
train_19481,CC(C)c1nc2n(n1)CC(NC(=O)CN1CCOc3ccc(Cl)cc31)CC2,4.62,3.7499
train_19482,CC(C)(C)c1ccc(NC(=O)COc2cc(C(=O)OC3CCCC3)ccc2N)cc1,4.7521,3.3008
train_19483,CC1CN(C(=O)NC(CCC(=O)O)Cc2ccccc2)CCS(=O)(=O)C1,5.4128,4.238
train_19484,CCOC(c1nc(C)c(C(C)C)c(N)n1)C1CC1,4.6416,4.1031
train_19485,CCNCC1CCN(C(=O)CCc2nc(-c3ccsc3)no2)CC1,5.0262,3.4302
train_19486,CC1=CC=CCc2nc(-c3ccccc3)n(C)c21,3.8621,2.6862
train_19487,COc1ccc(N2CCN(C(=O)/C=C/c3ccc(OCC#N)c(OC)c3)CC2)cc1,3.3989999999999996,2.7708
train_19488,CCN1CNC(=O)c2cccc(c2)-c2cc3c(C(=O)NC)c(-c4ccc(F)cc4)oc3cc21,3.6989,2.9611
train_19489,CCn1cc(NC(=O)c2cc(N)c(Cl)c(Cl)c2)cn1,4.2145,3.3485
train_19490,CSC1CCN(CC(C)C#N)CC1,5.7247,5.2122
train_19491,CC(C)(C)[Si](OCC1CCCN(c2ccc(NCC(O)CNC(=O)c3ccc(Cl)s3)cc2Cl)C1=O)(c1ccccc1)c1ccccc1,4.4663,3.2821
train_19492,C=CCNC(=O)CNC(C)(C)c1ccc2c(c1)OCO2,4.9756,3.866
train_19493,O=C(CN1CCCCC1)c1ccc(Br)s1,3.3529,2.9757
train_19494,CC(CC(=O)NNC(=O)c1cccc(S(=O)(=O)NCc2ccccc2)c1)NC(=O)c1ccccc1,4.5299,3.6789
train_19495,COc1cc(COC(=O)CN2C(=O)NC(C)(C)C2=O)ccc1OC(F)F,5.0409,3.9760000000000004
train_19496,NC(CC(Nc1ccc(Br)c(F)c1)c1ccccc1)=NO,4.6749,3.75
train_19497,Cc1cc(OCCc2scnc2C)c([C@H](C)N)cc1F,4.8564,3.8029
train_19498,O=C(CC1CCCC1)Nc1ccc(NS(=O)(=O)c2ccc3c(c2)OCCCO3)cc1,4.3982,3.6233
train_19499,CC(=O)Nc1ccc(S(=O)(=O)NC2CCN(C(=O)c3ccc(Cl)cc3)CC2)cc1,4.7152,3.7319999999999998
train_19500,C=C(C)COc1cc(F)cc(CO)c1,5.1784,4.0841
train_19501,COc1ccc(CCC(=O)Nc2cc(C)ccc2C)cc1Br,5.0096,3.8011
train_19502,CCCOc1c(OCC)cc(-c2cc(C)c(C#N)c(N)c2C#N)c(Br)c1Br,3.7753,3.0439999999999996
train_19503,Cc1cc(C)cc(NC(=O)CSCc2cc(=O)c3cc(F)ccc3[nH]2)c1,3.7135,3.0387
train_19504,CCOC(=O)c1sc(NC)c(OC(C)C)c1N,4.6431,3.0431
train_19505,CNCC(OC)c1cc(C)c(OC)cc1C,5.0781,3.9183
train_19506,CNC(=O)CCNCc1c(C(=O)O)cnn1C,4.8583,4.4756
train_19507,C[C@@H](C(=O)NCc1ccc(-n2cccn2)nc1)n1ccnc1,4.8798,3.7910000000000004
train_19508,CC(C)C(C(=O)N(C)C(C)c1cccs1)C(N)=S,3.4546,3.1297
train_19509,CCOC(=O)CCNc1ncnc(Cl)c1C=O,3.6836,3.1422
train_19510,Nc1cc(N)cc(C(=O)Nc2ccc(F)cc2F)c1,4.0521,3.1544
train_19511,CNc1ccc(C(=O)NC(C)C2CCCO2)cc1[N+](=O)[O-],3.5424,2.6116
train_19512,NC(=O)CN(CC(=O)O)Cc1nnnn1-c1ccccc1,4.1457,4.0604
train_19513,CCOc1cc(CCCCN)ccc1NC(=O)C1CCCO1,4.8275,3.6544
train_19514,O=C(CCSc1nnc(C2CCCCC2)o1)Nc1ccccc1,5.1413,3.927
train_19515,Cc1cc(-c2ccc(Nc3ncc4c(n3)N(C)C(c3cc(F)cc(F)c3)CO4)cc2F)ccn1,3.9677,3.1809
train_19516,O=S(=O)(Cl)c1nc(Cl)c(Br)cc1C(F)F,4.6306,3.5942
train_19517,CCOC(=O)c1c(C(=O)c2ccccc2C#CC(C)(C)C)c2ccccc2c2ccccc12,3.4017,2.9221
train_19518,Cn1ncc(-c2ccc(Br)cc2)c1CCC(=O)O,4.7825,3.6498
train_19519,CN(CCOC(=O)C=Cc1ccc(Cl)cc1)c1ccc(/N=N/c2ccccc2S(=O)(=O)O)cc1,2.7034,1.9118
train_19520,O=C(CSc1nnnn1-c1ccc(Cl)cc1)NC1CCCc2ccccc21,4.7565,3.8498
train_19521,[N-]=[N+]=NC(CCCCO)c1ccncc1,4.4232,3.9788
train_19522,CC1=C(C(=O)OCc2ccccc2OC(C)(C)CCOC(C)C)[C@@H](c2ccc(Cl)nc2)CC(=O)N1C[C@@H]1CCCO1,4.533,3.2412
train_19523,CC(OC(=O)/C=C/c1ccc(Cl)c(Cl)c1)c1nnc(-c2cccs2)o1,3.9945,2.8656
train_19524,COCCCc1cc(-c2ccc(F)c(C)c2)n[nH]1,4.9262,3.6055
train_19525,Cc1[nH]n(-c2ccccc2)c(=O)c1C=NO,4.3842,2.9494
train_19526,Cc1ncc(C(=O)N2CCN(Cc3cc(C)on3)CC2)[nH]1,4.8594,3.8711
train_19527,CC(C)(C)OC(=O)c1sc(N(c2ncccn2)C(C)(C)C)nc1-c1ccccn1,4.0436,3.0104
train_19528,OC(CNC(c1ccccc1)c1ccccc1)CN1CCN(c2nsc3ccccc23)CC1,3.6635,2.9698
train_19529,COc1ccc(C2=NN(C(=O)COC(=O)CNC(=O)Cc3ccccc3)C(c3ccco3)C2)cc1,4.3211,2.8477
train_19530,CN(CCc1ccncc1)c1nc2c(s1)CCCC2=O,3.7486,2.9987
train_19531,CC1NNC(C)C1CNc1cnn(-c2ccc(Cl)cc2)c(=O)c1Cl,4.0764,2.8733
train_19532,C[C@@H](OC(=O)Nc1c(-c2cc3sc(-c4ccc(CC(=O)O)c(S(C)(=O)=O)c4)cc3s2)cnn1C)c1ccccc1,3.5366,2.4733
train_19533,CC(Oc1ccc(C2=CCNCC2)cc1)c1ccccc1,4.7687,3.449
train_19534,Cc1ccc(-c2nc(C(=O)N3CC(C)CC(C(=O)O)C3)cs2)o1,4.3355,2.7522
train_19535,O=C(O)c1ccc(CC2Sc3ccccc3N(Cc3ccccc3)C2=O)c(F)c1,4.2058,3.5819
train_19536,CC1(C)CC1NCc1ccc([N+](=O)[O-])cc1Br,3.7569,3.2696
train_19537,Clc1cccc(C/N=C(\NCCc2ccco2)NCC2CCCO2)c1,5.1164,4.074
train_19538,Cc1cc(C)n(Cc2cccc(C(=O)N3N=CC[C@]3(O)C(F)(F)F)c2)n1,4.3964,3.7673
train_19539,CNCc1cc(OC)c(OC)cc1-c1cccc(OC)c1,4.6582,3.705
train_19540,CCOC(=O)NCCCCCNC(=O)OCC,7.0444,6.2208
train_19541,O=C(Nc1ccc(F)c(-c2nnc3n2CCCCC3)c1)C1C2C3CCC(C3)C12,4.6313,3.6639
train_19542,CC(=O)c1cccc(Nc2cc(C(F)(F)F)nc3ncnn23)c1,3.7273,3.217
train_19543,CCc1cccc2nnc(C(=O)O)n12,4.6799,3.2028
train_19544,C=C1CCCC2(C)CCC(C(NC=O)=C(C)C)C12,5.4372,4.0424
train_19545,CCNC(=O)C(C)NC(=O)[C@@H]1CC=CC[C@@H]1C(=O)O,5.6345,4.4473
train_19546,CN(C)CCN1C(=O)C2C3CC(C4C(c5ccc(Cl)cc5)=NOC34)C2C1=O,4.3054,2.9774
train_19547,CC(C)CNC(=O)c1sc(N2CCCCCC2)nc1N,4.607,3.1208
train_19548,CC1CCCCC1OCCNC(=O)Cn1cnc2c(cnn2C)c1=O,4.9941,3.7623
train_19549,NC(=O)C(NC(=O)/C=C/c1ccc(Br)s1)c1ccccc1,4.0361,2.508
train_19550,COc1ccc(Br)cc1-c1nc(CCN)n2c1CCC2,4.4957,3.3218
train_19551,O=C1CC2(CCN(CCN3C(=O)NC4(CCCC4)C3=O)CC2)CN1,5.1357,4.93
train_19552,CCC(CC)C(CNC1CC1)Cc1ccccc1Cl,4.6251,4.1126
train_19553,N#Cc1ccc(C(=O)N2CCSCC2CC(=O)O)nc1,3.6619,3.4205
